94489280581,LOCAL,,error,13,,<empty>,240,error,,,0,,ANY
94489280582,LOCAL,,_tmp_49,6,,<empty>,242,_tmp_49,,,0,,express:Response:status:<returnValue>
94489280583,LOCAL,,console,6,,<empty>,193,console,,,0,,__whatwg.console
94489280584,LOCAL,controllers/aiController.ts::program:AIController:<init>:<lambda>6:<lambda>7:<lambda>8:sectionScores,sectionScores,12,,<empty>,212,sectionScores,,,0,,ANY
94489280585,LOCAL,,_tmp_44,32,,<empty>,211,_tmp_44,,,0,,ANY
94489280586,LOCAL,,_tmp_45,32,,<empty>,211,_tmp_45,,,0,,section:name:<returnValue>:<member>(name)
94489280587,LOCAL,,_tmp_43,10,,<empty>,210,_tmp_43,,,0,,project:insights_data:<returnValue>:<member>(insights_data):<member>(section_scores)
94489280588,LOCAL,,Array,43,,<empty>,209,Array,,,0,,ArrayConstructor
94489280589,LOCAL,controllers/aiController.ts::program:AIController:<init>:<lambda>6:getAllLatestProjectInsights,getAllLatestProjectInsights,32,,<empty>,194,getAllLatestProjectInsights,,,0,,() => Promise<any[]>
94489280590,LOCAL,controllers/aiController.ts::program:AIController:<init>:getAllLatestProjectInsights,getAllLatestProjectInsights,,,<empty>,,getAllLatestProjectInsights,,,0,,() => Promise<any[]>
94489280591,LOCAL,,getAllProjectInsights,2,,<empty>,191,getAllProjectInsights,,,0,,"(req: Request<ParamsDictionary, ANY, ANY, ParsedQs, Record<string, ANY>>, res: Response<any, Record<string, ANY>>) => Promise<...>"
94489280592,LOCAL,,error,13,,<empty>,182,error,,,0,,ANY
94489280593,LOCAL,,_tmp_39,6,,<empty>,184,_tmp_39,,,0,,express:Response:status:<returnValue>
94489280594,LOCAL,,console,6,,<empty>,168,console,,,0,,__whatwg.console
94489280595,LOCAL,controllers/aiController.ts::program:AIController:<init>:<lambda>5:getProjectInsightsHistoryById,getProjectInsightsHistoryById,36,,<empty>,169,getProjectInsightsHistoryById,,,0,,"(req: Request<ParamsDictionary, ANY, ANY, ParsedQs, Record<string, ANY>>, res: Response<any, Record<string, ANY>>) => Promise<...>"
94489280596,LOCAL,controllers/aiController.ts::program:AIController:<init>:getProjectInsightsHistoryById,getProjectInsightsHistoryById,2,,<empty>,160,getProjectInsightsHistoryById,,,0,,"(req: Request<ParamsDictionary, ANY, ANY, ParsedQs, Record<string, ANY>>, res: Response<any, Record<string, ANY>>) => Promise<...>"
94489280597,LOCAL,,_tmp_35,15,,<empty>,165,_tmp_35,,,0,,express:Response:status:<returnValue>
94489280598,LOCAL,,error,13,,<empty>,151,error,,,0,,ANY
94489280599,LOCAL,,_tmp_32,6,,<empty>,153,_tmp_32,,,0,,express:Response:status:<returnValue>
94489280600,LOCAL,,console,6,,<empty>,131,console,,,0,,__whatwg.console
94489280601,LOCAL,,_tmp_28,15,,<empty>,135,_tmp_28,,,0,,express:Response:status:<returnValue>
94489280602,LOCAL,controllers/aiController.ts::program:AIController:<init>:<lambda>4:getLatestProjectInsights,getLatestProjectInsights,34,,<empty>,132,getLatestProjectInsights,,,0,,(projectName: __ecma.String) => Promise<any>
94489280603,LOCAL,controllers/aiController.ts::program:AIController:<init>:getLatestProjectInsights,getLatestProjectInsights,,,<empty>,,getLatestProjectInsights,,,0,,(projectName: __ecma.String) => Promise<any>
94489280604,LOCAL,,_tmp_26,15,,<empty>,128,_tmp_26,,,0,,express:Response:status:<returnValue>
94489280605,LOCAL,,getProjectInsights,2,,<empty>,123,getProjectInsights,,,0,,"(req: Request<ParamsDictionary, ANY, ANY, ParsedQs, Record<string, ANY>>, res: Response<any, Record<string, ANY>>) => Promise<...>"
94489280606,LOCAL,,error,13,,<empty>,114,error,,,0,,ANY
94489280607,LOCAL,,_tmp_23,6,,<empty>,116,_tmp_23,,,0,,express:Response:status:<returnValue>
94489280608,LOCAL,,console,6,,<empty>,93,console,,,0,,__whatwg.console
94489280609,LOCAL,controllers/aiController.ts::program:AIController:<init>:<lambda>3:saveProjectInsights,saveProjectInsights,12,,<empty>,104,saveProjectInsights,,,0,,"(projectName: __ecma.String, insightsData: ANY) => Promise<void>"
94489280610,LOCAL,controllers/aiController.ts::program:AIController:<init>:saveProjectInsights,saveProjectInsights,,,<empty>,,saveProjectInsights,,,0,,"(projectName: __ecma.String, insightsData: ANY) => Promise<void>"
94489280611,LOCAL,controllers/aiController.ts::program:AIController:<init>:<lambda>3:parseAndCorrectInsights,parseAndCorrectInsights,32,,<empty>,100,parseAndCorrectInsights,,,0,,(rawResponse: __ecma.String) => ANY
94489280612,LOCAL,controllers/aiController.ts::program:AIController:<init>:parseAndCorrectInsights,parseAndCorrectInsights,,,<empty>,,parseAndCorrectInsights,,,0,,(rawResponse: __ecma.String) => ANY
94489280613,LOCAL,controllers/aiController.ts::program:AIController:<init>:<lambda>3:projectInsightsService,projectInsightsService,32,services/ai/projectInsightsService.ts::program:ProjectInsightsService;ProjectInsightsService,<empty>,96,projectInsightsService,,,0,,ANY
94489280614,LOCAL,controllers/aiController.ts::program:AIController:<init>:projectInsightsService,projectInsightsService,,services/ai/projectInsightsService.ts::program:ProjectInsightsService;ProjectInsightsService,<empty>,,projectInsightsService,,,0,,ANY
94489280615,LOCAL,,_tmp_20,15,,<empty>,90,_tmp_20,,,0,,express:Response:status:<returnValue>
94489280616,LOCAL,,generateProjectInsights,2,,<empty>,85,generateProjectInsights,,,0,,"(req: Request<ParamsDictionary, ANY, ANY, ParsedQs, Record<string, ANY>>, res: Response<any, Record<string, ANY>>) => Promise<...>"
94489280617,LOCAL,,error,13,,<empty>,77,error,,,0,,ANY
94489280618,LOCAL,,_tmp_17,6,,<empty>,78,_tmp_17,,,0,,express:Response:status:<returnValue>
94489280619,LOCAL,controllers/aiController.ts::program:AIController:<init>:<lambda>2:geminiService,geminiService,25,services/ai/geminiService.ts::program:GeminiService;GeminiService,<empty>,70,geminiService,,,0,,ANY
94489280620,LOCAL,controllers/aiController.ts::program:AIController:<init>:geminiService,geminiService,,services/ai/geminiService.ts::program:GeminiService;GeminiService,<empty>,,geminiService,,,0,,ANY
94489280621,LOCAL,,_tmp_14,15,,<empty>,59,_tmp_14,,,0,,express:Response:status:<returnValue>
94489280622,LOCAL,,_tmp_12,15,,<empty>,55,_tmp_12,,,0,,express:Response:status:<returnValue>
94489280623,LOCAL,,generateWithPDF,2,,<empty>,50,generateWithPDF,,,0,,"(req: Request<ParamsDictionary, ANY, ANY, ParsedQs, Record<string, ANY>>, res: Response<any, Record<string, ANY>>) => Promise<...>"
94489280624,LOCAL,,error,13,,<empty>,42,error,,,0,,ANY
94489280625,LOCAL,,_tmp_9,6,,<empty>,43,_tmp_9,,,0,,express:Response:status:<returnValue>
94489280626,LOCAL,controllers/aiController.ts::program:AIController:<init>:<lambda>1:geminiService,geminiService,29,services/ai/geminiService.ts::program:GeminiService;GeminiService,<empty>,40,geminiService,,,0,,ANY
94489280627,LOCAL,,_tmp_6,15,,<empty>,37,_tmp_6,,,0,,express:Response:status:<returnValue>
94489280628,LOCAL,,generateText,2,,<empty>,32,generateText,,,0,,"(req: Request<ParamsDictionary, ANY, ANY, ParsedQs, Record<string, ANY>>, res: Response<any, Record<string, ANY>>) => Promise<...>"
94489280629,LOCAL,,error,13,,<empty>,24,error,,,0,,ANY
94489280630,LOCAL,,_tmp_3,6,,<empty>,25,_tmp_3,,,0,,express:Response:status:<returnValue>
94489280631,LOCAL,,_tmp_0,15,,<empty>,15,_tmp_0,,,0,,express:Response:status:<returnValue>
94489280632,LOCAL,controllers/aiController.ts::program:AIController:<init>:<lambda>0:geminiService,geminiService,11,services/ai/geminiService.ts::program:GeminiService;GeminiService,<empty>,14,geminiService,,,0,,ANY
94489280633,LOCAL,,testConnection,2,,<empty>,12,testConnection,,,0,,"(req: Request<ParamsDictionary, ANY, ANY, ParsedQs, Record<string, ANY>>, res: Response<any, Record<string, ANY>>) => Promise<...>"
94489280634,LOCAL,,Request,0,,<empty>,5,Request,,,0,,express:Request
94489280635,LOCAL,,Response,0,,<empty>,5,Response,,,0,,express:Response
94489280636,LOCAL,,commitMetricsSyncService,0,services/commitMetrics/commitMetricsSyncService.ts::program:CommitMetricsSyncService;CommitMetricsSyncService,<empty>,6,commitMetricsSyncService,,,0,,ANY
94489280637,LOCAL,,commitMetricsDbService,0,services/commitMetrics/commitMetricsDbService.ts::program:CommitMetricsDbService;CommitMetricsDbService,<empty>,7,commitMetricsDbService,,,0,,ANY
94489280638,LOCAL,,refreshCommitMetrics,13,,<empty>,13,refreshCommitMetrics,,,0,"(req: Request<ParamsDictionary, ANY, ANY, ParsedQs, Record<string, ANY>>, res: Response<any, Record<string, ANY>>) => Promise<...>","(req: Request<ParamsDictionary, ANY, ANY, ParsedQs, Record<string, ANY>>, res: Response<any, Record<string, ANY>>) => Promise<...>"
94489280639,LOCAL,,projectId,10,__ecma.Number;parseInt:<returnValue>,<empty>,15,projectId,,,0,__ecma.Number,__ecma.Number
94489280640,LOCAL,,_tmp_1,34,,<empty>,18,_tmp_1,,,0,,ANY
94489280641,LOCAL,,metrics,10,,<empty>,23,metrics,,,0,CommitHealthMetrics,CommitHealthMetrics | __ecma.Null
94489280642,LOCAL,,_tmp_2,13,,<empty>,25,_tmp_2,,,0,,ANY
94489280643,LOCAL,,_tmp_4,25,,<empty>,32,_tmp_4,,,0,,ANY
94489280644,LOCAL,,getCommitMetrics,13,,<empty>,43,getCommitMetrics,,,0,"(req: Request<ParamsDictionary, ANY, ANY, ParsedQs, Record<string, ANY>>, res: Response<any, Record<string, ANY>>) => Promise<...>","(req: Request<ParamsDictionary, ANY, ANY, ParsedQs, Record<string, ANY>>, res: Response<any, Record<string, ANY>>) => Promise<...>"
94489280645,LOCAL,,projectId,10,__ecma.Number;parseInt:<returnValue>,<empty>,45,projectId,,,0,__ecma.Number,__ecma.Number
94489280646,LOCAL,,_tmp_6,34,,<empty>,48,_tmp_6,,,0,,ANY
94489280647,LOCAL,,metrics,10,,<empty>,54,metrics,,,0,CommitHealthMetrics | __ecma.Null,CommitHealthMetrics | __ecma.Null
94489280648,LOCAL,,_tmp_8,34,,<empty>,57,_tmp_8,,,0,,ANY
94489280649,LOCAL,,_tmp_9,13,,<empty>,63,_tmp_9,,,0,,ANY
94489280650,LOCAL,,_tmp_11,25,,<empty>,69,_tmp_11,,,0,,ANY
94489280651,LOCAL,,getCommitMetricsHistory,13,,<empty>,80,getCommitMetricsHistory,,,0,"(req: Request<ParamsDictionary, ANY, ANY, ParsedQs, Record<string, ANY>>, res: Response<any, Record<string, ANY>>) => Promise<...>","(req: Request<ParamsDictionary, ANY, ANY, ParsedQs, Record<string, ANY>>, res: Response<any, Record<string, ANY>>) => Promise<...>"
94489280652,LOCAL,,projectId,10,__ecma.Number;parseInt:<returnValue>,<empty>,82,projectId,,,0,__ecma.Number,__ecma.Number
94489280653,LOCAL,,days,10,,<empty>,83,days,,,0,__ecma.Number,__ecma.Number
94489280654,LOCAL,,_tmp_13,34,,<empty>,86,_tmp_13,,,0,,ANY
94489280655,LOCAL,,history,10,,<empty>,89,history,,,0,__ecma.Array,__ecma.Array
94489280656,LOCAL,,_tmp_15,25,,<empty>,94,_tmp_15,,,0,,ANY
94489280657,LOCAL,,error,11,,<empty>,92,error,,,0,,ErrorConstructor
94489280658,LOCAL,,_tmp_14,4,,<empty>,94,_tmp_14,,,0,,express:Response:status:<returnValue>
94489280659,LOCAL,,console,4,,<empty>,93,console,,,0,,__whatwg.console
94489280660,LOCAL,controllers/commitMetricsController.ts::program:<lambda>2:commitMetricsDbService,commitMetricsDbService,26,services/commitMetrics/commitMetricsDbService.ts::program:CommitMetricsDbService;CommitMetricsDbService,<empty>,89,commitMetricsDbService,,,0,,ANY
94489280661,LOCAL,,_tmp_12,13,,<empty>,86,_tmp_12,,,0,,express:Response:status:<returnValue>
94489280662,LOCAL,,error,11,,<empty>,67,error,,,0,,ErrorConstructor
94489280663,LOCAL,,Error,30,,<empty>,71,Error,,,0,,ErrorConstructor
94489280664,LOCAL,,_tmp_10,4,,<empty>,69,_tmp_10,,,0,,express:Response:status:<returnValue>
94489280665,LOCAL,,console,4,,<empty>,68,console,,,0,,__whatwg.console
94489280666,LOCAL,,_tmp_7,13,,<empty>,57,_tmp_7,,,0,,express:Response:status:<returnValue>
94489280667,LOCAL,controllers/commitMetricsController.ts::program:<lambda>1:commitMetricsDbService,commitMetricsDbService,26,services/commitMetrics/commitMetricsDbService.ts::program:CommitMetricsDbService;CommitMetricsDbService,<empty>,54,commitMetricsDbService,,,0,,ANY
94489280668,LOCAL,,_tmp_5,13,,<empty>,48,_tmp_5,,,0,,express:Response:status:<returnValue>
94489280669,LOCAL,,error,11,,<empty>,29,error,,,0,,ErrorConstructor
94489280670,LOCAL,,_tmp_3,4,,<empty>,32,_tmp_3,,,0,,express:Response:status:<returnValue>
94489280671,LOCAL,,console,4,,<empty>,21,console,,,0,,__whatwg.console
94489280672,LOCAL,controllers/commitMetricsController.ts::program:<lambda>0:commitMetricsSyncService,commitMetricsSyncService,26,services/commitMetrics/commitMetricsSyncService.ts::program:CommitMetricsSyncService;CommitMetricsSyncService,<empty>,23,commitMetricsSyncService,,,0,,ANY
94489280673,LOCAL,,_tmp_0,13,,<empty>,18,_tmp_0,,,0,,express:Response:status:<returnValue>
94489280674,LOCAL,,Request,0,,<empty>,4,Request,,,0,,express:Request
94489280675,LOCAL,,Response,0,,<empty>,4,Response,,,0,,express:Response
94489280676,LOCAL,,saveDeploymentFrequency,0,,<empty>,5,saveDeploymentFrequency,,,0,,(data: DeploymentFrequencyInput) => Promise<DeploymentFrequency>
94489280677,LOCAL,,saveLeadTimeChange,0,,<empty>,5,saveLeadTimeChange,,,0,,(data: LeadTimeChangeInput) => Promise<LeadTimeChange>
94489280678,LOCAL,,saveChangeFailureRate,0,,<empty>,5,saveChangeFailureRate,,,0,,(data: ChangeFailureRateInput) => Promise<ChangeFailureRate>
94489280679,LOCAL,,saveTimeToRestoreService,0,,<empty>,5,saveTimeToRestoreService,,,0,,(data: TimeToRestoreServiceInput) => Promise<TimeToRestoreService>
94489280680,LOCAL,,getDeploymentFrequencyByProject,0,,<empty>,5,getDeploymentFrequencyByProject,,,0,,"(projectId: __ecma.Number, days?: __ecma.Number) => Promise<DeploymentFrequency[]>"
94489280681,LOCAL,,getLeadTimeChangesByProject,0,,<empty>,5,getLeadTimeChangesByProject,,,0,,"(projectId: __ecma.Number, days?: __ecma.Number) => Promise<LeadTimeChange[]>"
94489280682,LOCAL,,getChangeFailureRateByProject,0,,<empty>,5,getChangeFailureRateByProject,,,0,,"(projectId: __ecma.Number, days?: __ecma.Number) => Promise<ChangeFailureRate[]>"
94489280683,LOCAL,,getTimeToRestoreServiceByProject,0,,<empty>,5,getTimeToRestoreServiceByProject,,,0,,"(projectId: __ecma.Number, days?: __ecma.Number) => Promise<TimeToRestoreService[]>"
94489280684,LOCAL,,deleteDeploymentFrequency,0,,<empty>,5,deleteDeploymentFrequency,,,0,,(uuid: __ecma.String) => Promise<boolean>
94489280685,LOCAL,,deleteLeadTimeChange,0,,<empty>,5,deleteLeadTimeChange,,,0,,(uuid: __ecma.String) => Promise<boolean>
94489280686,LOCAL,,deleteChangeFailureRate,0,,<empty>,5,deleteChangeFailureRate,,,0,,(uuid: __ecma.String) => Promise<boolean>
94489280687,LOCAL,,deleteTimeToRestoreService,0,,<empty>,5,deleteTimeToRestoreService,,,0,,(uuid: __ecma.String) => Promise<boolean>
94489280688,LOCAL,,searchDeploymentsByIdPrefix,0,,<empty>,5,searchDeploymentsByIdPrefix,,,0,,"(projectId: __ecma.Number, searchTerm: __ecma.String, limit?: __ecma.Number) => Promise<DeploymentFrequency[]>"
94489280689,LOCAL,,calculateDoraMetricsSummary,0,,<empty>,20,calculateDoraMetricsSummary,,,0,,"(projectId: __ecma.Number, days?: __ecma.Number) => Promise<DoraMetricsSummary>"
94489280690,LOCAL,,getWeeklySnapshotsForProject,0,,<empty>,21,getWeeklySnapshotsForProject,,,0,,"(projectId: __ecma.Number, limit?: __ecma.Number) => Promise<WeeklyDoraSnapshot[]>"
94489280691,LOCAL,,captureLastWeekSnapshots,0,,<empty>,21,captureLastWeekSnapshots,,,0,,() => Promise<void>
94489280692,LOCAL,,getDoraTrends,0,,<empty>,25,getDoraTrends,,,0,,"(projectId: __ecma.Number, granularity?: ""weekly"" | ""monthly"" | ""yearly"", periods?: __ecma.Number, offset?: __ecma.Number) => Promise<DoraTrendResponse>"
94489280693,LOCAL,,createDeploymentFrequency,13,,<empty>,31,createDeploymentFrequency,,,0,"(req: Request<ParamsDictionary, ANY, ANY, ParsedQs, Record<string, ANY>>, res: Response<any, Record<string, ANY>>) => Promise<...>","(req: Request<ParamsDictionary, ANY, ANY, ParsedQs, Record<string, ANY>>, res: Response<any, Record<string, ANY>>) => Promise<...>"
94489280694,LOCAL,,projectId,10,__ecma.Number;parseInt:<returnValue>,<empty>,33,projectId,,,0,__ecma.Number,__ecma.Number
94489280695,LOCAL,,"{ deployment_id, version, environment, deployment_timestamp }",10,,<empty>,34,"{ deployment_id, version, environment, deployment_timestamp }",,,0,ANY,ANY
94489280696,LOCAL,,_tmp_0,10,,<empty>,34,_tmp_0,,,0,,express:Request:<member>(body)
94489280697,LOCAL,,deployment_id,12,,<empty>,34,deployment_id,,,0,,express:Request:<member>(body):<member>(deployment_id)
94489280698,LOCAL,,version,27,,<empty>,34,version,,,0,,express:Request:<member>(body):<member>(version)
94489280699,LOCAL,,environment,36,,<empty>,34,environment,,,0,,express:Request:<member>(body):<member>(environment)
94489280700,LOCAL,,deployment_timestamp,49,,<empty>,34,deployment_timestamp,,,0,,express:Request:<member>(body):<member>(deployment_timestamp)
94489280701,LOCAL,,_tmp_2,34,,<empty>,38,_tmp_2,,,0,,ANY
94489280702,LOCAL,,data,10,,<empty>,44,data,,,0,{ project_id: __ecma.Number; deployment_id: ANY; version: ANY; environment: ANY; deployment_timestamp: ANY; },__ecma.Array
94489280703,LOCAL,,_tmp_3,17,,<empty>,44,_tmp_3,,,0,,ANY
94489280704,LOCAL,,result,10,types/doraMetrics.types.ts::program:TimeToRestoreService;TimeToRestoreService,<empty>,52,result,,,0,DeploymentFrequency,ANY
94489280705,LOCAL,,_tmp_5,25,,<empty>,54,_tmp_5,,,0,,ANY
94489280706,LOCAL,,_tmp_7,25,,<empty>,61,_tmp_7,,,0,,ANY
94489280707,LOCAL,,createLeadTimeChange,13,,<empty>,72,createLeadTimeChange,,,0,"(req: Request<ParamsDictionary, ANY, ANY, ParsedQs, Record<string, ANY>>, res: Response<any, Record<string, ANY>>) => Promise<...>","(req: Request<ParamsDictionary, ANY, ANY, ParsedQs, Record<string, ANY>>, res: Response<any, Record<string, ANY>>) => Promise<...>"
94489280708,LOCAL,,projectId,10,__ecma.Number;parseInt:<returnValue>,<empty>,74,projectId,,,0,__ecma.Number,__ecma.Number
94489280709,LOCAL,,"{ change_id, merged_timestamp, deployed_timestamp }",10,,<empty>,75,"{ change_id, merged_timestamp, deployed_timestamp }",,,0,ANY,ANY
94489280710,LOCAL,,_tmp_8,10,,<empty>,75,_tmp_8,,,0,,express:Request:<member>(body)
94489280711,LOCAL,,change_id,12,,<empty>,75,change_id,,,0,,express:Request:<member>(body):<member>(change_id)
94489280712,LOCAL,,merged_timestamp,23,,<empty>,75,merged_timestamp,,,0,,express:Request:<member>(body):<member>(merged_timestamp)
94489280713,LOCAL,,deployed_timestamp,41,,<empty>,75,deployed_timestamp,,,0,,express:Request:<member>(body):<member>(deployed_timestamp)
94489280714,LOCAL,,_tmp_10,34,,<empty>,79,_tmp_10,,,0,,ANY
94489280715,LOCAL,,mergedTime,10,DateConstructor;__ecma.Date,<empty>,86,mergedTime,,,0,Date,DateConstructor
94489280716,LOCAL,,_tmp_11,23,,<empty>,86,_tmp_11,,,0,,__ecma.Date
94489280717,LOCAL,,deployedTime,10,DateConstructor;__ecma.Date,<empty>,87,deployedTime,,,0,Date,DateConstructor
94489280718,LOCAL,,_tmp_12,25,,<empty>,87,_tmp_12,,,0,,__ecma.Date
94489280719,LOCAL,,_tmp_14,34,,<empty>,90,_tmp_14,,,0,,ANY
94489280720,LOCAL,,data,10,,<empty>,96,data,,,0,{ project_id: __ecma.Number; change_id: ANY; merged_timestamp: ANY; deployed_timestamp: ANY; },__ecma.Array
94489280721,LOCAL,,_tmp_15,17,,<empty>,96,_tmp_15,,,0,,ANY
94489280722,LOCAL,,result,10,types/doraMetrics.types.ts::program:TimeToRestoreService;TimeToRestoreService,<empty>,103,result,,,0,LeadTimeChange,ANY
94489280723,LOCAL,,_tmp_17,25,,<empty>,105,_tmp_17,,,0,,ANY
