68719476852,IDENTIFIER,1,,,rawInsights,12,,96,rawInsights,,,1,__ecma.String,__ecma.String
68719476853,IDENTIFIER,1,,,projectInsightsService,32,services/ai/projectInsightsService.ts::program:ProjectInsightsService;ProjectInsightsService,96,projectInsightsService,,,1,ProjectInsightsService,ANY
68719476854,IDENTIFIER,0,,,projectInsightsService,32,services/ai/projectInsightsService.ts::program:ProjectInsightsService;ProjectInsightsService,96,projectInsightsService,,,2,,ANY
68719476855,IDENTIFIER,1,,,projectName,72,,96,projectName,,,3,ANY,__ecma.String
68719476856,IDENTIFIER,1,,,console,6,__whatwg.console,99,console,,,1,Console,__whatwg.console
68719476857,IDENTIFIER,0,,,console,6,__whatwg.console,99,console,,,2,,__whatwg.console
68719476858,IDENTIFIER,1,,,correctedInsights,12,,100,correctedInsights,,,1,ANY,JSON.parse:<returnValue>
68719476859,IDENTIFIER,-1,,,parseAndCorrectInsights,32,,100,parseAndCorrectInsights,,,1,(rawResponse: __ecma.String) => ANY,(rawResponse: __ecma.String) => ANY
68719476860,IDENTIFIER,0,,,this,32,controllers/aiController.ts::program:AIController;controllers/aiController.ts::program,100,this,,,2,,controllers/aiController.ts::program:AIController
68719476861,IDENTIFIER,1,,,rawInsights,56,,100,rawInsights,,,3,__ecma.String,__ecma.String
68719476862,IDENTIFIER,1,,,console,6,__whatwg.console,103,console,,,1,Console,__whatwg.console
68719476863,IDENTIFIER,0,,,console,6,__whatwg.console,103,console,,,2,,__whatwg.console
68719476864,IDENTIFIER,-1,,,saveProjectInsights,12,,104,saveProjectInsights,,,1,"(projectName: __ecma.String, insightsData: ANY) => Promise<void>","(projectName: __ecma.String, insightsData: ANY) => Promise<void>"
68719476865,IDENTIFIER,0,,,this,12,controllers/aiController.ts::program:AIController;controllers/aiController.ts::program,104,this,,,2,,controllers/aiController.ts::program:AIController
68719476866,IDENTIFIER,1,,,projectName,32,,104,projectName,,,3,ANY,__ecma.String
68719476867,IDENTIFIER,2,,,correctedInsights,45,,104,correctedInsights,,,4,ANY,JSON.parse:<returnValue>
68719476868,IDENTIFIER,1,,,console,6,__whatwg.console,106,console,,,1,Console,__whatwg.console
68719476869,IDENTIFIER,0,,,console,6,__whatwg.console,106,console,,,2,,__whatwg.console
68719476870,IDENTIFIER,1,,,res,6,,108,res,,,1,"Response<any, Record<string, ANY>>",express:Response
68719476871,IDENTIFIER,0,,,res,6,,108,res,,,2,,express:Response
68719476872,IDENTIFIER,1,,,_tmp_22,8,,109,_tmp_22,,,1,,ANY
68719476873,IDENTIFIER,2,,,projectName,8,,109,projectName,,,2,ANY,__ecma.String
68719476874,IDENTIFIER,1,,,_tmp_22,8,,110,_tmp_22,,,1,,ANY
68719476875,IDENTIFIER,2,,,rawInsights,18,,110,rawInsights,,,2,__ecma.String,__ecma.String
68719476876,IDENTIFIER,1,,,_tmp_22,8,,111,_tmp_22,,,1,,ANY
68719476877,IDENTIFIER,2,,,correctedInsights,8,,111,correctedInsights,,,2,ANY,JSON.parse:<returnValue>
68719476878,IDENTIFIER,1,,,_tmp_22,8,,112,_tmp_22,,,1,,ANY
68719476879,IDENTIFIER,-1,,,_tmp_22,15,,108,_tmp_22,,,5,,ANY
68719476880,IDENTIFIER,-1,,,error,13,,114,error,,,1,ANY,ANY
68719476881,IDENTIFIER,1,,,console,6,__whatwg.console,115,console,,,1,Console,__whatwg.console
68719476882,IDENTIFIER,0,,,console,6,__whatwg.console,115,console,,,2,,__whatwg.console
68719476883,IDENTIFIER,1,,,error,49,,115,error,,,1,ANY,ANY
68719476884,IDENTIFIER,1,,,_tmp_23,6,,116,_tmp_23,,,1,,express:Response:status:<returnValue>
68719476885,IDENTIFIER,1,,,res,6,,116,res,,,1,"Response<any, Record<string, ANY>>",express:Response
68719476886,IDENTIFIER,0,,,res,6,,116,res,,,2,,express:Response
68719476887,IDENTIFIER,0,,,_tmp_23,6,,116,_tmp_23,,,2,,express:Response:status:<returnValue>
68719476888,IDENTIFIER,1,,,_tmp_24,29,,116,_tmp_24,,,1,,ANY
68719476889,IDENTIFIER,1,,,error,36,,116,error,,,1,ANY,ANY
68719476890,IDENTIFIER,-1,,,_tmp_24,27,,116,_tmp_24,,,2,,ANY
68719476891,IDENTIFIER,1,,,_tmp_25,12,,125,_tmp_25,,,1,,express:Request:<member>(params)
68719476892,IDENTIFIER,1,,,req,30,,125,req,,,1,"Request<ParamsDictionary, ANY, ANY, ParsedQs, Record<string, ANY>>",express:Request
68719476893,IDENTIFIER,1,,,projectName,14,,125,projectName,,,1,__ecma.String,__ecma.String
68719476894,IDENTIFIER,1,,,_tmp_25,14,,125,_tmp_25,,,1,,express:Request:<member>(params)
68719476895,IDENTIFIER,-1,,,_tmp_25,12,,125,_tmp_25,,,3,,express:Request:<member>(params)
68719476896,IDENTIFIER,1,,,projectName,11,,127,projectName,,,1,__ecma.String,__ecma.String
68719476897,IDENTIFIER,1,,,_tmp_26,15,,128,_tmp_26,,,1,,express:Response:status:<returnValue>
68719476898,IDENTIFIER,1,,,res,15,,128,res,,,1,"Response<any, Record<string, ANY>>",express:Response
68719476899,IDENTIFIER,0,,,res,15,,128,res,,,2,,express:Response
68719476900,IDENTIFIER,0,,,_tmp_26,15,,128,_tmp_26,,,2,,express:Response:status:<returnValue>
68719476901,IDENTIFIER,1,,,_tmp_27,38,,128,_tmp_27,,,1,,ANY
68719476902,IDENTIFIER,-1,,,_tmp_27,36,,128,_tmp_27,,,2,,ANY
68719476903,IDENTIFIER,1,,,console,6,__whatwg.console,131,console,,,1,Console,__whatwg.console
68719476904,IDENTIFIER,0,,,console,6,__whatwg.console,131,console,,,2,,__whatwg.console
68719476905,IDENTIFIER,2,,,projectName,55,,131,projectName,,,2,__ecma.String,__ecma.String
68719476906,IDENTIFIER,1,,,savedInsights,12,,132,savedInsights,,,1,ANY,ANY
68719476907,IDENTIFIER,-1,,,getLatestProjectInsights,34,,132,getLatestProjectInsights,,,1,(projectName: __ecma.String) => Promise<any>,(projectName: __ecma.String) => Promise<any>
68719476908,IDENTIFIER,0,,,this,34,controllers/aiController.ts::program:AIController;controllers/aiController.ts::program,132,this,,,2,,controllers/aiController.ts::program:AIController
68719476909,IDENTIFIER,1,,,projectName,59,,132,projectName,,,3,__ecma.String,__ecma.String
68719476910,IDENTIFIER,1,,,savedInsights,11,,134,savedInsights,,,1,ANY,ANY
68719476911,IDENTIFIER,1,,,_tmp_28,15,,135,_tmp_28,,,1,,express:Response:status:<returnValue>
68719476912,IDENTIFIER,1,,,res,15,,135,res,,,1,"Response<any, Record<string, ANY>>",express:Response
68719476913,IDENTIFIER,0,,,res,15,,135,res,,,2,,express:Response
68719476914,IDENTIFIER,0,,,_tmp_28,15,,135,_tmp_28,,,2,,express:Response:status:<returnValue>
68719476915,IDENTIFIER,1,,,_tmp_29,10,,136,_tmp_29,,,1,,ANY
68719476916,IDENTIFIER,1,,,_tmp_29,10,,137,_tmp_29,,,1,,ANY
68719476917,IDENTIFIER,-1,,,_tmp_29,36,,135,_tmp_29,,,3,,ANY
68719476918,IDENTIFIER,1,,,res,6,,141,res,,,1,"Response<any, Record<string, ANY>>",express:Response
68719476919,IDENTIFIER,0,,,res,6,,141,res,,,2,,express:Response
68719476920,IDENTIFIER,1,,,_tmp_30,8,,142,_tmp_30,,,1,,ANY
68719476921,IDENTIFIER,1,,,savedInsights,21,,142,savedInsights,,,1,ANY,ANY
68719476922,IDENTIFIER,1,,,_tmp_30,8,,143,_tmp_30,,,1,,ANY
68719476923,IDENTIFIER,1,,,savedInsights,18,,143,savedInsights,,,1,ANY,ANY
68719476924,IDENTIFIER,1,,,_tmp_30,8,,144,_tmp_30,,,1,,ANY
68719476925,IDENTIFIER,1,,,_tmp_31,10,,145,_tmp_31,,,1,,ANY
68719476926,IDENTIFIER,1,,,savedInsights,28,,145,savedInsights,,,1,ANY,ANY
68719476927,IDENTIFIER,1,,,_tmp_31,10,,146,_tmp_31,,,1,,ANY
68719476928,IDENTIFIER,1,,,savedInsights,21,,146,savedInsights,,,1,ANY,ANY
68719476929,IDENTIFIER,1,,,_tmp_31,10,,147,_tmp_31,,,1,,ANY
68719476930,IDENTIFIER,1,,,savedInsights,26,,147,savedInsights,,,1,ANY,ANY
68719476931,IDENTIFIER,-1,,,_tmp_31,16,,144,_tmp_31,,,4,,ANY
68719476932,IDENTIFIER,1,,,_tmp_30,8,,149,_tmp_30,,,1,,ANY
68719476933,IDENTIFIER,1,,,savedInsights,20,,149,savedInsights,,,1,ANY,ANY
68719476934,IDENTIFIER,-1,,,_tmp_30,15,,141,_tmp_30,,,5,,ANY
68719476935,IDENTIFIER,-1,,,error,13,,151,error,,,1,ANY,ANY
68719476936,IDENTIFIER,1,,,console,6,__whatwg.console,152,console,,,1,Console,__whatwg.console
68719476937,IDENTIFIER,0,,,console,6,__whatwg.console,152,console,,,2,,__whatwg.console
68719476938,IDENTIFIER,1,,,error,57,,152,error,,,1,ANY,ANY
68719476939,IDENTIFIER,1,,,_tmp_32,6,,153,_tmp_32,,,1,,express:Response:status:<returnValue>
68719476940,IDENTIFIER,1,,,res,6,,153,res,,,1,"Response<any, Record<string, ANY>>",express:Response
68719476941,IDENTIFIER,0,,,res,6,,153,res,,,2,,express:Response
68719476942,IDENTIFIER,0,,,_tmp_32,6,,153,_tmp_32,,,2,,express:Response:status:<returnValue>
68719476943,IDENTIFIER,1,,,_tmp_33,29,,153,_tmp_33,,,1,,ANY
68719476944,IDENTIFIER,1,,,error,36,,153,error,,,1,ANY,ANY
68719476945,IDENTIFIER,-1,,,_tmp_33,27,,153,_tmp_33,,,2,,ANY
68719476946,IDENTIFIER,1,,,_tmp_34,12,,162,_tmp_34,,,1,,express:Request:<member>(params)
68719476947,IDENTIFIER,1,,,req,28,,162,req,,,1,"Request<ParamsDictionary, ANY, ANY, ParsedQs, Record<string, ANY>>",express:Request
68719476948,IDENTIFIER,1,,,projectId,14,,162,projectId,,,1,__ecma.String,__ecma.String
68719476949,IDENTIFIER,1,,,_tmp_34,14,,162,_tmp_34,,,1,,express:Request:<member>(params)
68719476950,IDENTIFIER,-1,,,_tmp_34,12,,162,_tmp_34,,,3,,express:Request:<member>(params)
68719476951,IDENTIFIER,1,,,projectId,11,,164,projectId,,,1,__ecma.String,__ecma.String
68719476952,IDENTIFIER,1,,,_tmp_35,15,,165,_tmp_35,,,1,,express:Response:status:<returnValue>
68719476953,IDENTIFIER,1,,,res,15,,165,res,,,1,"Response<any, Record<string, ANY>>",express:Response
68719476954,IDENTIFIER,0,,,res,15,,165,res,,,2,,express:Response
68719476955,IDENTIFIER,0,,,_tmp_35,15,,165,_tmp_35,,,2,,express:Response:status:<returnValue>
68719476956,IDENTIFIER,1,,,_tmp_36,38,,165,_tmp_36,,,1,,ANY
68719476957,IDENTIFIER,-1,,,_tmp_36,36,,165,_tmp_36,,,2,,ANY
68719476958,IDENTIFIER,1,,,console,6,__whatwg.console,168,console,,,1,Console,__whatwg.console
68719476959,IDENTIFIER,0,,,console,6,__whatwg.console,168,console,,,2,,__whatwg.console
68719476960,IDENTIFIER,2,,,projectId,66,,168,projectId,,,2,__ecma.String,__ecma.String
68719476961,IDENTIFIER,1,,,insightsHistory,12,,169,insightsHistory,,,1,__ecma.Array,__ecma.Array
68719476962,IDENTIFIER,-1,,,getProjectInsightsHistoryById,36,,169,getProjectInsightsHistoryById,,,1,(projectId: __ecma.Number) => Promise<any[]>,"(req: Request<ParamsDictionary, ANY, ANY, ParsedQs, Record<string, ANY>>, res: Response<any, Record<string, ANY>>) => Promise<...>"
68719476963,IDENTIFIER,0,,,this,36,controllers/aiController.ts::program:AIController;controllers/aiController.ts::program,169,this,,,2,,controllers/aiController.ts::program:AIController
68719476964,IDENTIFIER,1,,,projectId,75,,169,projectId,,,1,__ecma.String,__ecma.String
68719476965,IDENTIFIER,1,,,insightsHistory,11,,171,insightsHistory,,,1,__ecma.Array,__ecma.Array
68719476966,IDENTIFIER,1,,,insightsHistory,30,,171,insightsHistory,,,1,__ecma.Array,__ecma.Array
68719476967,IDENTIFIER,1,,,res,15,,172,res,,,1,"Response<any, Record<string, ANY>>",express:Response
68719476968,IDENTIFIER,0,,,res,15,,172,res,,,2,,express:Response
68719476969,IDENTIFIER,1,,,_tmp_37,10,,173,_tmp_37,,,1,,ANY
68719476970,IDENTIFIER,1,,,_tmp_37,10,,174,_tmp_37,,,1,,ANY
68719476971,IDENTIFIER,-1,,,_tmp_37,24,,172,_tmp_37,,,3,,ANY
68719476972,IDENTIFIER,1,,,res,6,,178,res,,,1,"Response<any, Record<string, ANY>>",express:Response
68719476973,IDENTIFIER,0,,,res,6,,178,res,,,2,,express:Response
68719476974,IDENTIFIER,1,,,_tmp_38,8,,179,_tmp_38,,,1,,ANY
68719476975,IDENTIFIER,1,,,projectId,28,,179,projectId,,,1,__ecma.String,__ecma.String
68719476976,IDENTIFIER,1,,,_tmp_38,8,,180,_tmp_38,,,1,,ANY
68719476977,IDENTIFIER,2,,,insightsHistory,17,,180,insightsHistory,,,2,__ecma.Array,__ecma.Array
68719476978,IDENTIFIER,-1,,,_tmp_38,15,,178,_tmp_38,,,3,,ANY
68719476979,IDENTIFIER,-1,,,error,13,,182,error,,,1,ANY,ANY
68719476980,IDENTIFIER,1,,,console,6,__whatwg.console,183,console,,,1,Console,__whatwg.console
68719476981,IDENTIFIER,0,,,console,6,__whatwg.console,183,console,,,2,,__whatwg.console
68719476982,IDENTIFIER,1,,,error,65,,183,error,,,1,ANY,ANY
68719476983,IDENTIFIER,1,,,_tmp_39,6,,184,_tmp_39,,,1,,express:Response:status:<returnValue>
68719476984,IDENTIFIER,1,,,res,6,,184,res,,,1,"Response<any, Record<string, ANY>>",express:Response
68719476985,IDENTIFIER,0,,,res,6,,184,res,,,2,,express:Response
68719476986,IDENTIFIER,0,,,_tmp_39,6,,184,_tmp_39,,,2,,express:Response:status:<returnValue>
68719476987,IDENTIFIER,1,,,_tmp_40,29,,184,_tmp_40,,,1,,ANY
68719476988,IDENTIFIER,1,,,error,36,,184,error,,,1,ANY,ANY
68719476989,IDENTIFIER,-1,,,_tmp_40,27,,184,_tmp_40,,,2,,ANY
68719476990,IDENTIFIER,1,,,sectionName,18,,211,sectionName,,,1,ANY,ANY
68719476991,IDENTIFIER,1,,,_tmp_44,32,,211,_tmp_44,,,1,,ANY
68719476992,IDENTIFIER,1,,,_tmp_45,32,,211,_tmp_45,,,1,,section:name:<returnValue>:<member>(name)
68719476993,IDENTIFIER,1,,,section,32,,211,section,,,1,ANY,ANY
68719476994,IDENTIFIER,0,,,_tmp_45,32,,211,_tmp_45,,,2,,section:name:<returnValue>:<member>(name)
68719476995,IDENTIFIER,0,,,_tmp_44,32,,211,_tmp_44,,,2,,ANY
68719476996,IDENTIFIER,1,,,sectionScores,12,,212,sectionScores,,,1,ANY,ANY
68719476997,IDENTIFIER,2,,,sectionName,26,,212,sectionName,,,2,ANY,ANY
68719476998,IDENTIFIER,1,,,section,41,,212,section,,,1,ANY,ANY
68719476999,IDENTIFIER,1,,,insightsData,14,,205,insightsData,,,1,ANY,project:insights_data:<returnValue>:<member>(insights_data)
68719477000,IDENTIFIER,1,,,project,29,,205,project,,,1,ANY,ANY
68719477001,IDENTIFIER,1,,,sectionScores,14,,206,sectionScores,,,1,ANY,ANY
68719477002,IDENTIFIER,-1,,,_tmp_42,35,,206,_tmp_42,,,1,,ANY
68719477003,IDENTIFIER,1,,,insightsData,12,,209,insightsData,,,1,ANY,project:insights_data:<returnValue>:<member>(insights_data)
68719477004,IDENTIFIER,1,,,Array,43,,209,Array,,,1,ArrayConstructor,ArrayConstructor
68719477005,IDENTIFIER,0,,,Array,43,,209,Array,,,2,,ArrayConstructor
